City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Arandis,0,NA,1570871495,87,-22.42,14.98,63.0,5.99
Deputatskiy,100,RU,1570871495,89,69.3,139.9,17.24,9.4
Clearwater,1,US,1570871495,88,27.97,-82.8,75.2,4.7
Heihe,0,RU,1570871496,35,50.24,127.51,32.43,4.79
Coihaique,86,CL,1570871496,69,-45.58,-72.07,39.2,3.36
Anadyr,0,RU,1570871496,80,64.73,177.51,30.2,4.47
Olinda,2,AU,1570871496,51,-37.84,145.39,62.6,12.75
Yebaishou,97,CN,1570871497,28,41.4,119.64,49.87,5.93
Jining,100,CN,1570871497,58,35.41,116.58,71.8,4.28
Sfantu Gheorghe,16,RO,1570871497,52,44.65,26.83,70.0,6.93
Pisco,90,PE,1570871498,77,-13.71,-76.2,59.0,2.24
Tevriz,83,RU,1570871498,56,57.51,72.4,49.89,7.48
Sioux Lookout,75,CA,1570871498,81,50.1,-91.92,32.0,5.82
Petropavlovsk-Kamchatskiy,90,RU,1570871499,100,53.05,158.65,44.6,6.71
Jumla,0,NP,1570871499,40,29.28,82.18,63.01,7.96
Umm Kaddadah,89,SD,1570871499,36,13.6,26.69,90.61,5.8
Ruthin,20,GB,1570871499,87,53.11,-3.31,57.2,5.82
Zakamensk,27,RU,1570871500,35,50.38,103.29,33.44,1.87
Oktyabrskiy,82,RU,1570871500,66,55.61,37.97,55.0,20.13
Coahuayana,100,MX,1570871501,98,18.62,-100.35,71.06,1.8
Fillan,75,NO,1570871501,93,63.6,8.98,45.0,4.7
Krasnorechenskiy,0,RU,1570871501,54,44.63,135.35,34.95,4.55
Eskisehir,20,TR,1570871502,56,39.78,30.52,68.0,4.7
Saquarema,67,BR,1570871502,88,-22.93,-42.51,73.4,6.93
Cuamba,66,MZ,1570871502,32,-14.8,36.54,89.92,4.62
Naze,75,NG,1570871502,100,5.43,7.07,78.8,1.13
Ancud,75,CL,1570871503,81,-41.87,-73.83,42.8,8.05
Bonavista,100,CA,1570871503,88,48.65,-53.11,42.01,7.0
Ust-Omchug,94,RU,1570871503,92,61.13,149.63,9.73,4.03
Hami,100,CN,1570871504,22,42.84,93.51,69.94,4.43
Uvarovka,100,RU,1570871504,85,55.53,35.61,47.7,16.89
Marystown,100,CA,1570871504,79,47.17,-55.16,48.49,11.82
Inhambane,0,MZ,1570871504,61,-23.87,35.38,73.17,12.62
Norden,90,DE,1570871505,93,53.59,7.21,54.0,10.29
Atambua,0,ID,1570871505,68,-9.11,124.89,76.26,3.83
Talnakh,100,RU,1570871506,91,69.49,88.39,24.64,14.14
Luanda,75,AO,1570871506,74,-8.83,13.24,78.8,6.93
Mareeba,75,AU,1570871506,83,-16.99,145.42,77.0,3.36
Oistins,40,BB,1570871506,74,13.07,-59.53,82.4,10.29
Maningrida,98,AU,1570871507,60,-12.05,134.23,79.63,10.55
Nouadhibou,78,MR,1570871507,64,20.93,-17.03,73.4,16.11
Bambanglipuro,97,ID,1570871508,63,-7.95,110.28,81.45,13.18
Chimbote,29,PE,1570871508,95,-9.08,-78.59,53.58,1.31
Rajula,0,IN,1570871508,53,21.04,71.44,90.1,10.58
Tocopilla,3,CL,1570871508,25,-22.09,-70.2,48.74,3.09
Lavrentiya,14,RU,1570871509,74,65.58,-170.99,32.34,16.31
Monte Alegre de Sergipe,5,BR,1570871509,86,-10.03,-37.56,70.97,9.1
Shellbrook,5,CA,1570871509,73,53.22,-106.39,24.8,2.24
Umaria,34,IN,1570871510,53,23.52,80.84,83.07,7.07
Zaysan,88,KZ,1570871510,44,47.47,84.87,58.69,7.65
Guinguineo,75,SN,1570871511,94,14.27,-15.95,78.8,9.17
Gigmoto,70,PH,1570871511,72,13.78,124.39,81.37,13.47
Tabuk,4,PH,1570871512,82,17.41,121.44,76.32,8.72
Cairns,75,AU,1570871512,83,-16.92,145.77,77.0,3.36
Papar,75,MY,1570871512,70,5.73,115.93,87.8,3.36
Aktau,75,KZ,1570871512,100,43.65,51.16,53.6,4.47
Nyimba,7,ZM,1570871513,35,-14.56,30.81,87.46,7.32
Verkhnyaya Inta,68,RU,1570871514,82,65.99,60.32,37.76,1.82
Huarmey,13,PE,1570871514,91,-10.07,-78.15,53.96,0.73
Arlit,51,NE,1570871514,13,18.74,7.39,99.41,24.16
Luangwa,71,MZ,1570871515,45,-15.62,30.4,84.88,12.73
Pimentel,49,BR,1570871515,97,-3.7,-45.5,72.79,2.45
Suntar,92,RU,1570871515,84,62.16,117.65,23.88,7.85
Dolores,100,UY,1570871516,80,-33.53,-58.22,70.0,1.01
Kawalu,100,ID,1570871516,66,-7.38,108.21,78.15,6.77
Leningradskiy,91,RU,1570871516,62,69.38,178.42,27.32,5.33
Gayny,78,RU,1570871516,78,60.3,54.33,43.12,7.4
Chernyshevskiy,61,RU,1570871517,79,63.01,112.47,21.45,5.67
Bangkalan,54,ID,1570871517,56,-7.05,112.74,86.68,11.72
Jucurutu,66,BR,1570871518,71,-6.03,-37.02,73.13,8.74
Tyukhtet,100,RU,1570871518,47,56.54,89.31,42.03,8.59
Los Llanos de Aridane,75,ES,1570871518,56,28.66,-17.92,73.4,5.82
San Policarpo,69,PH,1570871518,74,12.18,125.51,81.64,12.07
Katsuura,75,JP,1570871519,69,33.93,134.5,73.4,27.51
Namibe,40,AO,1570871519,77,-15.19,12.15,69.8,10.83
Dondo,75,MZ,1570871520,78,-19.62,34.74,77.0,8.05
Yerbogachen,0,RU,1570871520,72,61.28,108.01,26.6,6.4
San Cristobal,72,HN,1570871520,96,14.68,-86.92,63.01,1.55
Mackay,1,CA,1570871520,85,53.65,-115.58,24.8,4.7
Tiarei,40,PF,1570871521,53,-17.53,-149.33,75.2,5.82
Sabha,0,LY,1570871521,47,27.03,14.43,77.68,11.65
Kalmunai,0,LK,1570871522,70,7.42,81.82,82.98,9.2
Hutchinson,1,US,1570871522,64,38.06,-97.93,37.0,9.17
Lorengau,100,PG,1570871522,62,-2.02,147.27,84.9,2.05
Koslan,95,RU,1570871522,82,63.46,48.9,39.18,8.46
Antalaha,0,MG,1570871523,78,-14.9,50.28,76.66,14.94
Ust-Ilimsk,0,RU,1570871523,42,57.96,102.73,31.64,1.64
Lisala,100,CD,1570871523,82,2.15,21.52,74.21,2.65
Ullapool,100,GB,1570871524,90,57.9,-5.16,51.01,7.0
Poya,0,NC,1570871524,70,-21.35,165.16,74.3,14.73
Sumisip,100,PH,1570871524,78,12.51,124.37,80.15,6.7
Grand Falls,90,CA,1570871525,81,47.05,-67.74,48.2,9.17
Hobbs,1,US,1570871525,55,32.7,-103.14,42.01,4.7
Parana,72,BR,1570871525,99,-7.52,-72.89,70.11,0.79
Kloulklubed,75,PW,1570871526,78,7.04,134.26,82.4,4.7
Ampanihy,66,MG,1570871526,37,-24.69,44.75,86.74,6.89
Kaeo,97,NZ,1570871527,99,-35.1,173.78,55.0,4.39
Maceio,40,BR,1570871527,94,-9.67,-35.74,71.6,3.36
Whitehorse,90,CA,1570871527,64,60.72,-135.06,37.99,13.87
Brasilia,40,BR,1570871528,78,-10.9,-37.55,78.8,11.41
Dunmore Town,18,BS,1570871528,80,25.5,-76.65,79.47,17.99
Svetlogorsk,100,RU,1570871529,48,53.14,59.15,52.21,15.52
Sinnamary,2,GF,1570871529,79,5.38,-52.96,80.01,11.48
Chalisgaon,18,IN,1570871529,51,20.46,75.0,87.89,7.72
Gibara,5,CU,1570871530,94,21.11,-76.13,73.4,6.93
Labuhan,56,ID,1570871531,42,-2.54,115.51,92.16,1.85
Cayenne,18,GF,1570871531,94,4.94,-52.33,73.4,1.12
Anloga,75,GH,1570871532,94,5.79,0.9,77.0,13.31
Broken Hill,40,AU,1570871532,14,-31.97,141.45,77.0,10.29
Yuncheng,10,CN,1570871532,49,35.03,111.0,71.1,6.56
Antofagasta,40,CL,1570871533,82,-23.65,-70.4,57.2,2.24
La Ronge,5,CA,1570871533,86,55.1,-105.3,32.0,9.17
Am Timan,1,TD,1570871533,71,11.04,20.28,83.97,5.47
Havelock,15,US,1570871534,87,34.88,-76.9,57.0,3.36
Scottsbluff,1,US,1570871534,85,41.87,-103.67,26.6,5.82
Carnot,50,CF,1570871535,70,4.94,15.87,78.98,4.37
Monroe,40,US,1570871535,87,41.91,-83.4,46.4,5.82
Granada,83,NI,1570871535,92,11.93,-85.96,72.46,5.46
Kimbe,100,PG,1570871535,89,-5.56,150.15,76.93,1.96
Dunedin,100,NZ,1570871536,91,-45.87,170.5,46.0,7.0
Port Moresby,20,PG,1570871536,83,-9.47,147.16,78.8,5.82
Cabedelo,40,BR,1570871536,88,-6.97,-34.84,73.4,5.82
Moree,40,AU,1570871536,30,-29.46,149.84,69.8,13.87
Sao Jose da Coroa Grande,84,BR,1570871537,70,-8.9,-35.15,78.48,18.22
Aklavik,90,CA,1570871537,92,68.22,-135.01,30.2,11.41
Pemba,40,MZ,1570871537,62,-12.97,40.52,86.0,19.46
Kindu,100,CD,1570871538,64,-2.95,25.92,82.54,3.59
Damietta,0,EG,1570871538,78,31.42,31.81,80.6,1.12
Grindavik,75,IS,1570871538,80,63.84,-22.43,39.2,4.7
Coos Bay,1,US,1570871539,93,43.37,-124.22,51.01,8.05
Lulea,90,SE,1570871539,92,65.58,22.15,30.2,8.05
Robertson,90,AU,1570871539,71,-34.59,150.59,55.4,3.36
Novoshakhtinsk,0,RU,1570871540,56,47.76,39.94,58.66,10.9
Blagoyevo,99,RU,1570871540,79,63.37,47.92,40.66,9.22
Begoro,94,GH,1570871540,86,6.38,-0.38,76.01,5.11
Grand Baie,75,MU,1570871541,61,-20.02,57.58,80.6,16.11
Khani,75,GE,1570871541,82,41.96,42.96,66.2,5.82
Tura,7,RU,1570871541,66,64.27,100.22,26.06,4.75
Makakilo City,1,US,1570871542,78,21.35,-158.09,81.0,5.82
Saint Anthony,1,US,1570871542,85,43.97,-111.68,23.0,3.36
Solnechnyy,16,RU,1570871542,41,50.72,136.64,28.99,5.51
Amursk,0,RU,1570871543,44,50.23,136.9,36.34,8.99
Coolum Beach,0,AU,1570871543,85,-26.53,153.09,60.01,0.6
Emerald,0,AU,1570871543,7,-23.53,148.16,84.2,10.29
Lazaro Cardenas,29,MX,1570871544,40,28.39,-105.62,56.8,5.08
Lasa,0,CY,1570871544,58,34.92,32.53,91.4,5.82
Locharbriggs,0,GB,1570871544,100,55.1,-3.58,54.0,8.05
Simao,6,CN,1570871545,85,22.76,100.79,72.64,3.29
Canutama,69,BR,1570871545,96,-6.53,-64.38,71.56,1.36
Raahe,90,FI,1570871545,86,64.68,24.47,37.4,5.82
Berlevag,99,NO,1570871546,81,70.86,29.09,38.01,8.06
Alta Floresta,13,BR,1570871546,96,-9.87,-56.08,67.33,3.82
Chicama,90,PE,1570871546,87,-7.84,-79.15,60.8,5.82
Pierre,1,US,1570871546,77,44.37,-100.35,33.01,27.51
Marzuq,0,YE,1570871547,25,14.4,46.47,87.26,11.97
Comodoro Rivadavia,0,AR,1570871549,45,-45.87,-67.48,46.4,13.87
Axim,82,GH,1570871549,83,4.87,-2.24,79.5,7.9
Noumea,0,NC,1570871549,61,-22.28,166.46,79.0,6.93
Leh,26,IN,1570871549,16,34.16,77.58,41.81,6.54
