City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Ardahan,21,TR,1570607476,53,41.11,42.7,56.03,7.52
Tubuala,40,PA,1570607476,100,9.52,-79.03,77.0,3.36
Rabak,0,SD,1570607476,43,13.18,32.74,91.13,4.34
Namibe,90,AO,1570607477,88,-15.19,12.15,64.4,9.27
Half Moon Bay,20,US,1570607477,76,37.46,-122.43,68.0,11.41
Sciacca,0,IT,1570607477,82,37.51,13.08,75.0,2.24
Mumbwa,91,ZM,1570607478,20,-14.99,27.06,93.11,7.47
Treinta y Tres,39,UY,1570607478,55,-33.23,-54.39,53.15,2.49
Lagos,85,NG,1570607478,76,6.46,3.39,80.87,9.49
Karratha,0,AU,1570607478,70,-20.74,116.85,79.29,13.19
Altea,0,ES,1570607479,88,38.6,-0.05,75.0,3.98
Albina,50,GF,1570607479,99,5.5,-54.06,71.33,2.6
Pavilosta,68,LV,1570607479,87,56.89,21.19,53.6,6.93
Olavarria,100,AR,1570607480,75,-36.89,-60.32,46.99,7.27
Balkanabat,0,TM,1570607480,28,39.51,54.36,84.65,9.31
Saint-Leu,24,RE,1570607481,42,-21.15,55.28,82.4,4.7
Emilio Carranza,100,MX,1570607481,76,19.97,-96.61,79.43,20.28
Hirara,20,JP,1570607482,57,24.8,125.28,80.6,16.11
Oussouye,40,SN,1570607482,100,12.49,-16.54,77.0,2.24
Griffith,0,AU,1570607482,25,-34.29,146.06,66.2,11.41
Antofagasta,90,CL,1570607483,76,-23.65,-70.4,57.2,12.75
Mapiripan,100,CO,1570607483,97,2.89,-72.13,70.79,5.12
Iskateley,100,RU,1570607484,72,67.68,53.15,35.51,17.69
Koumac,87,NC,1570607484,73,-20.56,164.28,69.75,2.56
Port-Gentil,75,GA,1570607484,94,-0.72,8.78,78.8,4.7
Le Port,100,FR,1570607485,93,42.87,1.37,57.99,5.48
Lokosovo,95,RU,1570607485,78,61.13,74.84,50.09,13.58
Makakilo City,40,US,1570607485,65,21.35,-158.09,80.6,5.82
Nagato,20,JP,1570607486,46,34.35,131.14,73.99,5.82
Maltahohe,0,NA,1570607486,8,-24.83,16.98,78.35,10.2
Codrington,90,AU,1570607486,59,-28.95,153.24,64.4,14.99
Cherskiy,86,RU,1570607486,95,68.75,161.3,11.93,7.8
Catumbela,99,AO,1570607487,82,-12.43,13.55,73.71,4.74
Taksimo,76,RU,1570607487,65,56.36,114.84,16.07,11.18
Gamboma,90,CG,1570607487,73,-1.87,15.88,81.95,5.58
Sola,50,TZ,1570607487,34,-3.17,33.8,84.29,7.8
Caucaia,40,BR,1570607488,69,-3.73,-38.66,78.8,14.99
Cayenne,57,GF,1570607488,94,4.94,-52.33,73.4,3.27
Saint Anthony,1,US,1570607488,40,43.97,-111.68,51.8,10.29
Burgeo,0,CA,1570607489,80,47.61,-57.61,47.21,17.96
Itaberai,89,BR,1570607489,88,-16.02,-49.81,68.45,8.41
Ucluelet,0,CA,1570607489,85,48.94,-125.55,36.0,1.99
Kosh-Agach,0,RU,1570607490,26,49.99,88.66,52.07,5.48
Barra do Garcas,100,BR,1570607490,75,-15.89,-52.26,72.23,3.06
Sebezh,100,RU,1570607491,96,56.29,28.48,41.45,3.97
Kongolo,87,CD,1570607491,61,-5.39,27.0,84.11,5.48
Baghdad,63,IQ,1570607492,36,33.3,44.38,95.0,3.36
Qinzhou,48,CN,1570607492,73,21.96,108.62,83.21,6.05
Arua,30,UG,1570607492,83,3.02,30.91,75.83,2.01
Brownsville,40,US,1570607493,88,25.91,-97.49,82.0,3.36
Dubno,40,UA,1570607493,70,50.42,25.75,48.2,13.42
Mezhdurechensk,7,RU,1570607493,44,53.69,88.07,55.13,3.52
San Carlos de Bariloche,40,AR,1570607494,86,-41.13,-71.31,42.8,13.87
Vila Velha,40,BR,1570607494,69,-3.71,-38.6,78.8,14.99
Hofn,100,IS,1570607495,98,64.25,-15.21,34.43,14.65
Katsuura,0,JP,1570607495,35,33.93,134.5,71.6,10.29
Kamina,33,CD,1570607495,37,-8.74,25.0,92.03,2.06
Northam,0,AU,1570607496,19,-31.65,116.67,86.0,5.82
Kharp,99,RU,1570607496,97,66.82,65.8,32.99,4.72
Ciudad Bolivar,100,VE,1570607497,90,8.12,-63.55,75.51,4.07
Megion,100,RU,1570607497,65,61.04,76.11,46.4,13.42
Gambela,42,ET,1570607497,58,8.25,34.59,89.33,0.79
Walvis Bay,30,NA,1570607498,87,-22.95,14.51,55.4,6.93
Iqaluit,75,CA,1570607498,84,63.75,-68.52,32.0,2.31
Trincomalee,38,LK,1570607498,54,8.58,81.23,90.05,7.52
Sao Joao da Barra,86,BR,1570607499,90,-21.64,-41.05,72.59,2.44
Paamiut,100,GL,1570607499,87,61.99,-49.67,40.73,6.58
Lima,90,PE,1570607434,93,-12.06,-77.04,59.0,6.93
Zyryanka,0,RU,1570607500,71,65.73,150.89,19.85,6.11
Palestine,1,US,1570607500,93,31.76,-95.63,63.0,4.7
Brainerd,1,US,1570607501,66,46.36,-94.2,55.99,10.29
Gizo,20,IL,1570607502,61,31.8,34.94,84.99,6.93
Salalah,20,OM,1570607502,58,17.01,54.1,86.0,8.05
Dumai,44,ID,1570607503,82,1.68,101.45,84.15,1.33
Villanueva de la Serena,0,ES,1570607503,85,38.97,-5.8,62.01,5.01
Marevo,0,BA,1570607504,100,43.57,18.7,39.2,1.12
Harper,1,US,1570607505,55,30.3,-99.24,70.0,5.82
Grindavik,0,IS,1570607505,87,63.84,-22.43,46.4,17.22
Truro,40,GB,1570607505,81,50.26,-5.05,54.0,19.46
Henties Bay,1,NA,1570607506,83,-22.12,14.28,58.01,15.57
Hervey Bay,4,AU,1570607506,60,-25.3,152.85,73.4,20.8
Shelton,1,US,1570607506,76,41.32,-73.09,59.0,10.29
Kamenka,66,MD,1570607506,69,48.03,28.7,50.0,3.0
Solnechnyy,0,RU,1570607507,91,50.72,136.64,42.89,2.27
Zhanaozen,99,KZ,1570607507,59,43.35,52.85,68.63,12.64
Atchison,1,US,1570607507,76,39.56,-95.12,57.0,6.93
Nemuro,20,JP,1570607508,51,43.32,145.57,62.6,18.34
Tselinnoye,0,UA,1570607508,29,45.9,34.18,56.93,9.53
Ixtapa,40,MX,1570607508,94,20.71,-105.21,82.99,2.24
Evensk,13,RU,1570607508,46,61.92,159.24,24.35,6.93
Nha Trang,20,VN,1570607509,66,12.24,109.19,89.6,13.87
Yumen,100,CN,1570607509,21,40.29,97.04,66.47,16.16
Dehloran,0,IR,1570607509,12,32.69,47.27,91.85,16.67
Flinders,0,AU,1570607510,51,-34.58,150.85,61.0,14.99
Foix,90,FR,1570607510,82,42.97,1.61,60.8,20.8
Kedrovyy,20,RU,1570607510,42,56.17,91.82,44.6,2.24
Ghanzi,19,BW,1570607510,6,-21.7,21.65,88.61,8.8
Saint-Pierre,75,FR,1570607511,100,48.95,4.24,53.6,16.11
Skelleftea,0,SE,1570607511,81,64.75,20.95,36.0,5.82
Kaseda,0,JP,1570607511,43,31.42,130.32,73.4,6.93
Kavaratti,18,IN,1570607512,72,10.57,72.64,83.75,8.25
Buala,100,SB,1570607512,78,-8.15,159.59,80.51,3.34
Chase,1,US,1570607512,62,38.35,-98.35,62.6,17.22
Havre-Saint-Pierre,20,CA,1570607512,75,50.23,-63.6,41.0,11.41
Grand-Santi,99,GF,1570607513,99,4.27,-54.38,69.71,2.47
Nizhneangarsk,99,RU,1570607513,82,55.78,109.57,13.19,5.1
Maragogi,39,BR,1570607513,87,-9.01,-35.22,72.23,2.53
Sabha,100,LY,1570607514,21,27.03,14.43,82.85,14.12
Usman,0,RU,1570607514,52,52.05,39.74,46.4,11.18
Alofi,100,NU,1570607514,83,-19.06,-169.92,71.6,3.36
San Cristobal,100,HN,1570607514,96,14.68,-86.92,64.85,2.24
Abu Dhabi,0,AE,1570607252,44,24.47,54.37,95.0,5.82
Malyye Derbety,9,RU,1570607515,40,47.95,44.68,50.45,9.38
Vostok,0,RU,1570607515,77,46.45,135.83,41.99,6.26
Salzgitter,0,DE,1570607516,81,52.15,10.36,55.99,8.05
Corrente,0,BR,1570607516,85,-17.45,-44.68,67.37,3.93
Chapleau,13,CA,1570607516,85,47.85,-83.4,42.71,7.55
Paita,72,PE,1570607517,83,-5.09,-81.11,61.61,7.64
Bima,82,ID,1570607517,57,-8.45,118.73,82.31,3.04
Mehamn,75,NO,1570607517,80,71.03,27.85,41.0,14.99
Maracacume,83,BR,1570607518,83,-2.04,-45.96,74.21,2.46
Podporozhye,100,RU,1570607518,92,60.91,34.16,39.11,8.73
Gandorhun,73,SL,1570607518,90,8.44,-10.86,74.03,3.0
Grand Baie,75,MU,1570607519,50,-20.02,57.58,78.8,20.8
Lalibela,46,ET,1570607519,45,12.04,39.05,70.97,4.14
Marienburg,40,DE,1570607519,81,52.12,9.98,55.99,8.05
Ahmadpur Sial,0,PK,1570607520,49,30.68,71.77,89.6,6.93
Lalmohan,6,BD,1570607521,61,22.34,90.74,87.53,9.44
Zhezkazgan,67,KZ,1570607521,12,47.8,67.71,75.2,4.47
Santa Vitoria do Palmar,3,BR,1570607521,75,-33.52,-53.37,53.33,3.22
Coquimbo,90,CL,1570607522,100,-29.95,-71.34,57.0,3.36
Ilinskiy,0,RU,1570607522,80,55.62,38.12,41.0,6.71
Takoradi,100,GH,1570607523,85,4.89,-1.75,78.53,11.49
Melhus,0,NO,1570607523,74,63.29,10.28,44.6,14.99
Uzhur,39,RU,1570607524,55,55.32,89.85,42.53,6.33
Vallenar,94,CL,1570607524,67,-28.58,-70.76,50.99,1.36
Ryki,75,PL,1570607525,100,51.63,21.94,55.99,13.87
Huimilpan,75,MX,1570607525,87,20.37,-100.28,59.0,4.7
Mtimbira,99,TZ,1570607525,50,-8.78,36.35,86.99,5.1
Gold Coast,38,AU,1570607525,59,-28.0,153.41,66.99,14.99
Casablanca,90,MA,1570607526,100,33.6,-7.62,63.0,4.7
Thomastown,75,IE,1570607526,87,52.53,-7.14,48.99,10.29
Grand Gaube,75,MU,1570607526,50,-20.01,57.66,78.8,20.8
Canutama,100,BR,1570607527,97,-6.53,-64.38,71.69,3.0
Warri,93,NG,1570607527,78,5.52,5.75,80.87,5.59
Arinos,48,BR,1570607527,89,-15.92,-46.11,66.29,4.05
